[1/100] - ptime: 28.87 loss_d: 1.358, loss_g: 0.812
Word: agnew     	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: æɡnju
Word: abie  	Gen. IPA: ieeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: ieeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ieeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ieeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: ieeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ieeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ieeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: ieeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ieeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ieeee 	Real IPA: bæz
Word: bein  	Gen. IPA: ieeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: ieeee 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ieeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ieeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ieeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ieeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ieeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: ieeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: ieeee 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ieeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ieeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ieeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ieeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: ieeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ieeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ieeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ieeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: ieeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ieeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ieeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ieeee 	Real IPA: fui
Word: gaar  	Gen. IPA: ieeeɝ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ieeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ieeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ieeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ieeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ieeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ieeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ieeeo 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ieeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ieeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ieeez 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ieeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ieeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ieeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ieeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ieeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ieeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ieeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ieeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ieeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ieeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ieeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ieeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ieeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ieeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ieeee 	Real IPA: miv
Word: mores 	Gen. IPA: ieeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ieeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ieeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ieeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ieeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ieeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: ieeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ieeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ieeee 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ieeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: ieeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ieeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ieeɔe 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ieeɔe 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ieeɔe 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ieeɔe 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ieeɔe 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ieeɔe 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ieeee 	Real IPA: sæm
Word: sant  	Gen. IPA: ieeee 	Real IPA: sænt
Word: searl 	Gen. IPA: ieeee 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ieeee 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ieeee 	Real IPA: snup
Word: sous  	Gen. IPA: ieeee 	Real IPA: suz
Word: stac  	Gen. IPA: ieeee 	Real IPA: stæk
Word: sudan 	Gen. IPA: ieeee 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ieeee 	Real IPA: tænzi
Word: tele  	Gen. IPA: ieeee 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ieeee 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ieeee 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ieeee 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ieeee 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ieeee 	Real IPA: juɫi
Word: using 	Gen. IPA: ieeee 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ieeee 	Real IPA: veɪs
Word: viag  	Gen. IPA: ieeee 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ieeee 	Real IPA: weɪks
Word: warm  	Gen. IPA: ieeee 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ieeee 	Real IPA: wik
Word: with  	Gen. IPA: ieeee 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ieeee 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ieeee 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ieeee 	Real IPA: jaɪks
[71/100] - ptime: 13.72 loss_d: 10.704, loss_g: 25.864
Word: abie  	Gen. IPA: ieeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: ieeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ieeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ieeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: ieeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ieeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ieeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: ieeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ieeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ieeee 	Real IPA: bæz
Word: bein  	Gen. IPA: ieeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: ieeee 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ieeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ieeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ieeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ieeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ieeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: ieeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: ieeee 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ieeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ieeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ieeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ieeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: ieeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ieeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ieeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ieeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: ieeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ieeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ieeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ieeee 	Real IPA: fui
Word: gaar  	Gen. IPA: ieeeɝ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ieeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ieeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ieeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ieeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ieeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ieeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ieeeo 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ieeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ieeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ieeez 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ieeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ieeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ieeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ieeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ieeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ieeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ieeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ieeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ieeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ieeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ieeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ieeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ieeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ieeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ieeee 	Real IPA: miv
Word: mores 	Gen. IPA: ieeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ieeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ieeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ieeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ieeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ieeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: ieeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ieeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ieeee 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ieeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: ieeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ieeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ieeɔe 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ieeɔe 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ieeɔe 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ieeɔe 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ieeɔe 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ieeɔe 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ieeee 	Real IPA: sæm
Word: sant  	Gen. IPA: ieeee 	Real IPA: sænt
Word: searl 	Gen. IPA: ieeee 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ieeee 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ieeee 	Real IPA: snup
Word: sous  	Gen. IPA: ieeee 	Real IPA: suz
Word: stac  	Gen. IPA: ieeee 	Real IPA: stæk
Word: sudan 	Gen. IPA: ieeee 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ieeee 	Real IPA: tænzi
Word: tele  	Gen. IPA: ieeee 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ieeee 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ieeee 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ieeee 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ieeee 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ieeee 	Real IPA: juɫi
Word: using 	Gen. IPA: ieeee 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ieeee 	Real IPA: veɪs
Word: viag  	Gen. IPA: ieeee 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ieeee 	Real IPA: weɪks
Word: warm  	Gen. IPA: ieeee 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ieeee 	Real IPA: wik
Word: with  	Gen. IPA: ieeee 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ieeee 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ieeee 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ieeee 	Real IPA: jaɪks
[72/100] - ptime: 13.72 loss_d: 10.979, loss_g: 26.429
Word: abie  	Gen. IPA: ieeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: ieeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ieeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ieeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: ieeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ieeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ieeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: ieeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ieeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ieeee 	Real IPA: bæz
Word: bein  	Gen. IPA: ieeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: ieeee 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ieeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ieeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ieeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ieeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ieeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: ieeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: ieeee 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ieeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ieeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ieeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ieeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: ieeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ieeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ieeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ieeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: ieeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ieeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ieeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ieeee 	Real IPA: fui
Word: gaar  	Gen. IPA: ieeeɝ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ieeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ieeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ieeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ieeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ieeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ieeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ieeeo 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ieeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ieeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ieeez 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ieeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ieeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ieeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ieeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ieeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ieeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ieeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ieeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ieeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ieeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ieeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ieeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ieeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ieeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ieeee 	Real IPA: miv
Word: mores 	Gen. IPA: ieeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ieeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ieeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ieeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ieeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ieeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: ieeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ieeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ieeee 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ieeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: ieeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ieeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ieeɔe 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ieeɔe 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ieeɔe 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ieeɔe 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ieeɔe 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ieeɔe 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ieeee 	Real IPA: sæm
Word: sant  	Gen. IPA: ieeee 	Real IPA: sænt
Word: searl 	Gen. IPA: ieeee 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ieeee 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ieeee 	Real IPA: snup
Word: sous  	Gen. IPA: ieeee 	Real IPA: suz
Word: stac  	Gen. IPA: ieeee 	Real IPA: stæk
Word: sudan 	Gen. IPA: ieeee 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ieeee 	Real IPA: tænzi
Word: tele  	Gen. IPA: ieeee 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ieeee 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ieeee 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ieeee 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ieeee 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ieeee 	Real IPA: juɫi
Word: using 	Gen. IPA: ieeee 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ieeee 	Real IPA: veɪs
Word: viag  	Gen. IPA: ieeee 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ieeee 	Real IPA: weɪks
Word: warm  	Gen. IPA: ieeee 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ieeee 	Real IPA: wik
Word: with  	Gen. IPA: ieeee 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ieeee 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ieeee 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ieeee 	Real IPA: jaɪks
[73/100] - ptime: 13.73 loss_d: 11.117, loss_g: 27.017
Word: abie  	Gen. IPA: ieeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: ieeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ieeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ieeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: ieeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ieeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ieeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: ieeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ieeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ieeee 	Real IPA: bæz
Word: bein  	Gen. IPA: ieeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: ieeee 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ieeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ieeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ieeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ieeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ieeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: ieeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: ieeee 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ieeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ieeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ieeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ieeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: ieeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ieeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ieeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ieeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: ieeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ieeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ieeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ieeee 	Real IPA: fui
Word: gaar  	Gen. IPA: ieeeɝ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ieeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ieeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ieeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ieeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ieeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ieeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ieeeo 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ieeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ieeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ieeez 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ieeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ieeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ieeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ieeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ieeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ieeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ieeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ieeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ieeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ieeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ieeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ieeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ieeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ieeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ieeee 	Real IPA: miv
Word: mores 	Gen. IPA: ieeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ieeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ieeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ieeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ieeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ieeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: ieeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ieeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ieeee 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ieeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: ieeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ieeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ieeɔe 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ieeɔe 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ieeɔe 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ieeɔe 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ieeɔe 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ieeɔe 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ieeee 	Real IPA: sæm
Word: sant  	Gen. IPA: ieeee 	Real IPA: sænt
Word: searl 	Gen. IPA: ieeee 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ieeee 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ieeee 	Real IPA: snup
Word: sous  	Gen. IPA: ieeee 	Real IPA: suz
Word: stac  	Gen. IPA: ieeee 	Real IPA: stæk
Word: sudan 	Gen. IPA: ieeee 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ieeee 	Real IPA: tænzi
Word: tele  	Gen. IPA: ieeee 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ieeee 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ieeee 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ieeee 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ieeee 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ieeee 	Real IPA: juɫi
Word: using 	Gen. IPA: ieeee 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ieeee 	Real IPA: veɪs
Word: viag  	Gen. IPA: ieeee 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ieeee 	Real IPA: weɪks
Word: warm  	Gen. IPA: ieeee 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ieeee 	Real IPA: wik
Word: with  	Gen. IPA: ieeee 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ieeee 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ieeee 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ieeee 	Real IPA: jaɪks
[74/100] - ptime: 13.73 loss_d: 11.609, loss_g: 28.129
Word: abie  	Gen. IPA: ieeee 	Real IPA: æbi
